BFY,FTYP,FUNDTYPE,APPR,DEPARTMENT,SVC,SERVICE,OBJECTGROUP,BUDCURR,ENCBFY,EXPBFY,ENCEXP
2022,GNFD,General Fund,0001DBI,General Fund DBI,1.37,Data Analytics,Contractual & Other Services,115413,0,164150.56,164150.56
2022,GNFD,General Fund,0001PBW,Public Works GF,2.39,Service Maintenance Areas,Personnel Services,13670089.24,0,16096198.8,16096198.8
2022,GNFD,General Fund,0001ATT,City Attorney's Office GF,1.19,Municipal Prosecution,Contractual & Other Services,85346,8.6,21263.85,21272.45
2022,GNFD,General Fund,0001CTJ,Judiciary GF,1.03,Civil Adjudication Court,Supplies & Materials,388,0,0,0
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.13,Fire-Rescue Equipment Maintenance and Supply,Reimbursements,-133017,0,0,0
2022,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.08,Construction Plan Review and Permitting,Transfers Out,1644703,0,1399398.4,1399398.4
2023,GNFD,General Fund,0001POM,Business Development & Procurement GF,5.49,Purchasing/Contract Management,Contractual & Other Services,587168,27798.11,429088.43,456886.54
2022,GNFD,General Fund,0001ECO,Economic Development GF,2.01,Area Development,Reimbursements,-909373,0,-187843,-187843
2023,GNFD,General Fund,0001DPD,Police Department GF,1.22,Police Community Outreach,Supplies & Materials,64778,3912.61,118464.91,122377.52
2023,GNFD,General Fund,0001PKR,Park and Recreation GF,4.09,Park Land Maintained,Capital Outlay,3307403.08,372792.69,2030615.48,2403408.17
2022,GNFD,General Fund,0001PKR,Park and Recreation GF,2.30,Operation & Maintenance of Fair Park,Reimbursements,0,0,-372537,-372537
2023,GNFD,General Fund,0001PIO,Mgmt Services - Public Information Office,5.48,Public Information Office / Communications & Broadcasting,Personnel Services,2863858,0,1785016.99,1785016.99
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,2.18,Fire Inspection for New Construction,Reimbursements,-2742101,0,-2934645.8,-2934645.8
2022,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.08,Construction Plan Review and Permitting,Capital Outlay,14258747,0,14224040.1,14224040.1
2022,GNFD,General Fund,0001PBW,Public Works GF,9.99,Department Support,Supplies & Materials,4399,0,26904.17,26904.17
2022,GNFD,General Fund,0001ECO,Economic Development GF,9.99,Department Support,Supplies & Materials,15684,0,26063.13,26063.13
2022,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.05,City Facility Services,Personnel Services,212743,0,121616.2,121616.2
2022,OTHO,Other Operating Fund,0189ORM,ORM - Workers' Compensation,5.P,Risk Management Services,Transfers Out,0,0,1754817.67,1754817.67
2022,EFOP,Enterprise Operating Fund,0140OCA,Municipal Radio OCA,4.13,WRR Municipal Radio Classical Music,Supplies & Materials,66671,0,65187.87,65187.87
2023,GNFD,General Fund,0001CCO,City Controller's Office GF,5.62,Contract Compliance and Monitoring,Contractual & Other Services,186685,0,616.69,616.69
2023,GNFD,General Fund,0001DPD,Police Department GF,1.31,Police Special Operations,Contractual & Other Services,4592724,183715.82,3467962.41,3651678.23
2022,EFOP,Enterprise Operating Fund,0061SDM,Storm Drainage Mgmt Operations,3.22,Stormwater Regulations & Enforcement,Contractual & Other Services,222333,0,71907.36,71907.36
2022,GNFD,General Fund,0001DAS,Dallas Animal Services GF,3.12,Dallas Animal Services,Personnel Services,11296624,0,11098032.62,11098032.62
2023,GNFD,General Fund,0001CTJ,Judiciary GF,1.18,Municipal Judges/Cases Docketed,Supplies & Materials,10501,0,21547.5,21547.5
2022,GNFD,General Fund,0001CCO,City Controller's Office GF,5.47,Payroll,Supplies & Materials,8181,0,12439.72,12439.72
2022,GNFD,General Fund,0001PBW,Public Works GF,2.43,Street Repair Division - Asphalt,Contractual & Other Services,0,0,59.76,59.76
2023,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.18,City GIS Services,Supplies & Materials,3000,500,56.73,556.73
2023,GNFD,General Fund,0001ATT,City Attorney's Office GF,5.72,Ethics and Investigations,Personnel Services,1644869,0,963399.77,963399.77
2022,OTHO,Other Operating Fund,0278PER,Employee Benefits Administration,5.J,Administrative/HRIS,Personnel Services,776417,0,1005732.6,1005732.6
2022,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.34,Private Development Survey,Supplies & Materials,6535,0,0,0
2023,GNFD,General Fund,0001DPD,Police Department GF,1.25,Police Intelligence,Reimbursements,-170000,0,-167646.9,-167646.9
2022,GNFD,General Fund,0001PER,Human Resources GF,9.99,Department Support,Reimbursements,-253779,0,-200795,-200795
2022,GNFD,General Fund,0001IGS,Mgmt Services - Intergovernmental Services,5.41,Office of Strategic Partnerships and Government Affairs,Personnel Services,847509,0,778442.47,778442.47
2022,INSV,Internal Service Fund,0197DSV,Radio Services DSV,5.M,Internal Radio Communication,Personnel Services,2533412,0,2226811.68,2226811.68
2022,EFOP,Enterprise Operating Fund,0080CCT,Convention Center CCT,2.10,Dallas Convention Center,Transfers Out,24187036,0,24597607.97,24597607.97
2022,GNFD,General Fund,0001ATT,City Attorney's Office GF,3.07,Community Prosecution,Contractual & Other Services,70326,0,26899.18,26899.18
2022,OTHO,Other Operating Fund,0191DSV,9-1-1 System Operations,5.A,9-1-1 Technology/Education Services,Personnel Services,783006,0,671922.43,671922.43
2023,GNFD,General Fund,0001OHS,Office of Homeless Solutions,3.09,Comprehensive Homeless Outreach,Supplies & Materials,195458,43094.49,234776.18,277870.67
2023,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.Q,Strategic Technology Management,Supplies & Materials,477589,163812.3,115648.42,279460.72
2023,GNFD,General Fund,0001ELE,Elections,5.27,Elections,Supplies & Materials,3332,0,1527.14,1527.14
2022,GNFD,General Fund,0001CVS,Civil Service GF,5.04,Analysis/Development and Validation,Supplies & Materials,50000,0,384,384
2022,GNFD,General Fund,0001PBW,Public Works GF,9.99,Department Support,Contractual & Other Services,69128,0,124667.29,124667.29
2022,BP17,2017 General Obligation Bond Program,1V22PBW,Street and Transportation Improvements 2017 bond program,6.15,Street Petitions,Contractual & Other Services,2019.14,0,0,0
2023,GNFD,General Fund,0001BMS,Office of Financial Services GF,9.99,Department Support,Personnel Services,306033,0,227332.46,227332.46
2022,GNFD,General Fund,0001OPO,Office of Police Oversight,5.64,Office of Police Oversight,Supplies & Materials,25452,0,8248.5,8248.5
2022,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.36,School Crossing Guard Program,Contractual & Other Services,4844846,0,5366875.63,5366875.63
2022,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.07,Archives,Contractual & Other Services,2997,0,2087.92,2087.92
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,3.24,Wastewater Collection,Transfers Out,951697,0,0,0
2022,GNFD,General Fund,0001EQI,Office of Equity & Inclusion,5.63,Office of Equity,Contractual & Other Services,851724,213595.16,633967.15,847562.31
2022,GNFD,General Fund,0001PER,Human Resources GF,5.21,Total Rewards (Compensation),Supplies & Materials,2000,0,0,0
2022,INSV,Internal Service Fund,0197DSV,Radio Services DSV,5.M,Internal Radio Communication,Supplies & Materials,1132380,64969.12,512871.1,577840.22
2022,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.55,Zoning & Board of Adjustment,Personnel Services,0,0,4346.6,4346.6
2022,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.19,Recycling Collection and Waste Diversion,Transfers Out,845803,0,1755686.27,1755686.27
2022,GNFD,General Fund,0001ECO,Economic Development GF,2.13,Economic Development Major Projects & Other Programs,Contractual & Other Services,217665,0,158085.42,158085.42
2022,GNFD,General Fund,0001EQI,Office of Equity & Inclusion,5.63,Office of Equity,Personnel Services,849985,0,946096.92,946096.92
2022,GNFD,General Fund,0001CVS,Civil Service GF,5.05,Applicant Processing - Civilian,Supplies & Materials,1200,0,1550.11,1550.11
2023,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.C,Business Technology Services,Transfers Out,438063,0,338008.11,338008.11
2022,GNFD,General Fund,0001PBW,Public Works GF,9.99,Department Support,Reimbursements,-3341449,0,-3125168.79,-3125168.79
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.F,City Fleet Paint and Body Shop Coordination,Personnel Services,228582,0,124389.57,124389.57
2022,GNFD,General Fund,RSVTRAN,Reserves & Transfers,5.44,Liability/Claims Fund Transfer,Contractual & Other Services,9483807,0,9483807,9483807
2022,GNFD,General Fund,0001PNV,Planning and Urban Design GF,9.99,Department Support,Reimbursements,-45000,0,0,0
2022,GNFD,General Fund,0001CTJ,Judiciary GF,1.04,Community Court,Personnel Services,106334,0,0,0
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,2.18,Fire Inspection for New Construction,Supplies & Materials,0,0,18478.15,18478.15
2023,EFOP,Enterprise Operating Fund,0080CCT,Convention Center CCT,2.29,Office of Special Events,Personnel Services,878081,0,473034.61,473034.61
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.02,City Detention Center,Supplies & Materials,37687,3296.04,31467.75,34763.79
2022,INSV,Internal Service Fund,0294PBW,Public Works - Office of the Bond Program,5.43,Land Surveying Services,Contractual & Other Services,47197,0,42470.26,42470.26
2023,GNFD,General Fund,0001CVS,Civil Service GF,5.06,Applicant Processing - Uniform,Supplies & Materials,0,0,2563.5,2563.5
2022,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.K,Internal Computer Support,Capital Outlay,0,0,513356.82,513356.82
2023,GNFD,General Fund,0001CCO,City Controller's Office GF,5.32,Financial Reporting,Supplies & Materials,8510,236.16,28844.29,29080.45
2022,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.D,City Fleet Asset Management,Capital Outlay,0,400,5200,5600
2023,INSV,Internal Service Fund,0194ORM,Office of Risk Management,5.P,Risk Management Services,Contractual & Other Services,0,2406,11548636.03,11551042.03
2022,DSGO,General Obligation Debt Service,0981BMS,Debt Service BMS,,NONE,Debt Svc-Principal,2205000,0,0,0
2023,GNFD,General Fund,0001CCO,City Controller's Office GF,9.99,Department Support,Personnel Services,616048,0,584456.82,584456.82
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,2.54,Water Utilities Capital Program Management,Transfers Out,659811,0,0,0
2022,INSV,Internal Service Fund,0199POM,Express Business Center POM,5.B,Business Services,Reimbursements,-1200000,0,-982997.14,-982997.14
2022,GNFD,General Fund,0001CMO,City Manager's Office GF,5.41,Office of Strategic Partnerships and Government Affairs,Supplies & Materials,15000,0,6679.8,6679.8
2023,GNFD,General Fund,0001SBC,MGT - Small Business Center,5.11,Business Inclusion & Development Compliance Monitoring,Contractual & Other Services,1681037,296669.45,298751.04,595420.49
2023,GNFD,General Fund,0001CVS,Civil Service GF,5.06,Applicant Processing - Uniform,Personnel Services,707902,0,489201.24,489201.24
2022,INSV,Internal Service Fund,0194ORM,Office of Risk Management,5.P,Risk Management Services,Transfers Out,0,0,1754817.66,1754817.66
2023,GNFD,General Fund,0001CMO,City Manager's Office GF,5.41,Office of Strategic Partnerships and Government Affairs,Contractual & Other Services,66501,0,148829.13,148829.13
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,9.99,Department Support,Contractual & Other Services,255841,35381.46,179563.66,214945.12
2023,GNFD,General Fund,0001ECO,Economic Development GF,2.01,Catalytic Development,Contractual & Other Services,822826,0,28047.86,28047.86
2023,GNFD,General Fund,0001DPD,Police Department GF,1.31,Police Special Operations,Capital Outlay,25000,31480,108082.91,139562.91
2022,GNFD,General Fund,0001CCO,City Controller's Office GF,5.32,Financial Reporting,Contractual & Other Services,657889,32775,743961.21,776736.21
2023,INSV,Internal Service Fund,0294PBW,Public Works - Office of the Bond Program,5.43,Land Surveying Services,Personnel Services,900698,0,665777.04,665777.04
2022,GNFD,General Fund,0001CMO,City Manager's Office GF,5.30,Ethics and Compliance,Supplies & Materials,472,0,0,0
2023,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.16,Express Plan Review,Contractual & Other Services,0,0,767.61,767.61
2023,GNFD,General Fund,0001CCO,City Controller's Office GF,5.02,Accounts Payable,Personnel Services,1261446,0,1618758.05,1618758.05
2022,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.50,Records Management,Personnel Services,300295,0,305839.87,305839.87
2023,GNFD,General Fund,0001TRN,Transportation GF,2.48,Traffic Safety and Congestion Management,Contractual & Other Services,1374334,0,460.26,460.26
2023,INSV,Internal Service Fund,0294PBW,Public Works - Office of the Bond Program,2.26,Interagency and Transportation Administration,Supplies & Materials,16879,0,659.83,659.83
2023,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.23,Customer Service,Personnel Services,219504,0,199334.32,199334.32
2022,GNFD,General Fund,0001LIB,Library GF,4.06,Library Materials & Collection Management,Contractual & Other Services,2961709,0,2473316.7,2473316.7
2023,OTHO,Other Operating Fund,0191DSV,9-1-1 System Operations,5.A,9-1-1 Technology/Education Services,Transfers Out,45840,0,46425.48,46425.48
2023,GNFD,General Fund,0001PKR,Park and Recreation GF,4.05,Leisure Venue Management,Personnel Services,897099,0,541284.16,541284.16
2023,GNFD,General Fund,0001DPD,Police Department GF,1.22,Police Community Outreach,Personnel Services,13265514,0,14410588.85,14410588.85
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.39,Sobering Center,Supplies & Materials,37295,0,1373.88,1373.88
2023,INSV,Internal Service Fund,0199POM,Express Business Center POM,5.B,Business Services,Supplies & Materials,1818933,168183.38,1677583.93,1845767.31
2023,GNFD,General Fund,0001OEQ,Mgmt Services - Environmental Quaity,3.14,Environmental Quality,Transfers Out,1500000,0,1500000,1500000
2023,INSV,Internal Service Fund,0197DSV,Radio Services DSV,5.M,Internal Radio Communication,Supplies & Materials,1156482,233715.36,229645.44,463360.8
2022,GNFD,General Fund,0001DPD,Police Department GF,1.20,Police Academy and In-service Training,Personnel Services,34648130,0,24489770.94,24489770.94
2022,GNFD,General Fund,0001HOU,Housing GF,2.67,New Development,Capital Outlay,0,0,1000,1000
2023,INSV,Internal Service Fund,0294PBW,Public Works - Office of the Bond Program,2.05,Capital and Implementation Program,Personnel Services,8048043,0,6510054,6510054
2022,EFOP,Enterprise Operating Fund,0164AVI,Transportation Regulation,2.36,Regulation and Enforcement of For Hire Transportation,Transfers Out,15521,0,25923.74,25923.74
2023,GNFD,General Fund,0001CCO,City Controller's Office GF,9.99,Department Support,Supplies & Materials,535,0,130.02,130.02
2022,OTHO,Other Operating Fund,0278PER,Employee Benefits Administration,5.R,Wellness Program,Personnel Services,222997,0,194.91,194.91
2023,EFOP,Enterprise Operating Fund,0080CCT,Convention Center CCT,2.10,Dallas Convention Center,Debt Svc-Interest On Bonds,0,0,1225,1225
2022,GNFD,General Fund,0001PBW,Public Works GF,2.39,Service Maintenance Areas,Capital Outlay,348884,0,658187.57,658187.57
2022,DSGO,General Obligation Debt Service,0981BMS,Debt Service BMS,,NONE,Debt Svc-Principal,0,0,2205000,2205000
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.10,Fire Dispatch and Communications,Supplies & Materials,95968.67,90937.29,167687.11,258624.4
2023,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.07,Archives,Personnel Services,192185,0,171873.22,171873.22
2022,GNFD,General Fund,0001ATT,City Attorney's Office GF,3.06,Community Courts,Supplies & Materials,12563,0,17696.35,17696.35
2022,GNFD,General Fund,0001PBW,Public Works GF,2.57,Street Forestry Division,Contractual & Other Services,137308,0,159938.63,159938.63
2023,INSV,Internal Service Fund,0260PER,HR Health Risk Funds,5.J,Administrative/HRIS,Contractual & Other Services,0,823000,62544.57,885544.57
2022,GNFD,General Fund,0001PER,Human Resources GF,5.68,Onboarding and Recruitment Services,Contractual & Other Services,63049,13497.8,176110.07,189607.87
2022,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.21,Aviation Facilities - Dallas Executive Airport & Vertiport,Reimbursements,-100000,0,-306980.04,-306980.04
2022,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.15,Engineering & Inspection Review for Private Development,Debt Svc-Interest On Bonds,3469,0,287.85,287.85
2022,GNFD,General Fund,0001PKR,Park and Recreation GF,4.09,Park Land Maintained,Contractual & Other Services,13230587,3512.76,15463843.08,15467355.84
2023,GNFD,General Fund,0001PBW,Public Works GF,2.31,Pavement Management,Contractual & Other Services,478676,274.69,54557.14,54831.83
